enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
15844,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,9,50-99,Pvt Ltd,3,56
4813,city_24,0.698,Male,Has relevent experience,no_enrollment,Primary School,,4,,,1,13
10058,city_100,0.887,Male,Has relevent experience,Part time course,Graduate,STEM,7,,,,33
12672,city_114,0.926,Male,Has relevent experience,,High School,,17,10/49,Pvt Ltd,2,138
2911,city_39,0.898,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Public Sector,1,3
3801,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,5,5000-9999,Pvt Ltd,>4,69
3111,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,NGO,1,21
3718,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,46
29441,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,4,99
4729,city_71,0.884,Male,No relevent experience,Full time course,Masters,STEM,9,,,1,100
21290,city_152,0.698,,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,36
23232,city_160,0.92,,Has relevent experience,no_enrollment,Graduate,Business Degree,1,<10,Early Stage Startup,1,10
31865,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,13,10/49,Early Stage Startup,2,54
22563,city_136,0.897,,No relevent experience,,,,2,,,1,63
13551,city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,7,10/49,Pvt Ltd,2,136
25722,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,72
1478,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,7
9480,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,8,,,1,172
11060,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,3,155
2778,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,,5000-9999,,1,214
24021,city_165,0.903,Male,Has relevent experience,no_enrollment,Phd,STEM,4,5000-9999,Public Sector,2,21
19853,city_114,0.926,,Has relevent experience,no_enrollment,High School,,5,1000-4999,,never,102
18437,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,1,24
3990,city_100,0.887,Male,No relevent experience,Full time course,High School,,11,,,1,50
29120,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,1,204
28578,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,4,178
5537,city_83,0.923,Other,Has relevent experience,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,4,30
21008,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,2,66
27750,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,500-999,Funded Startup,1,30
12206,city_114,0.926,Male,No relevent experience,no_enrollment,High School,,10,100-500,Pvt Ltd,>4,46
5269,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,500-999,Funded Startup,4,50
17395,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,,,1,26
22595,city_100,0.887,Male,Has relevent experience,no_enrollment,Primary School,,4,10/49,Pvt Ltd,1,14
24342,city_27,0.848,,No relevent experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,1,60
25725,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,Humanities,6,10000+,Public Sector,1,9
12477,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,<10,Pvt Ltd,>4,62
12898,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,9,,,1,72
18596,city_61,0.913,Male,No relevent experience,no_enrollment,Masters,STEM,2,,Public Sector,1,34
32114,city_103,0.92,Male,No relevent experience,Full time course,Masters,STEM,9,,,>4,55
13864,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,1,51
87,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,10/49,Pvt Ltd,1,76
22689,city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,4,42
31080,city_10,0.895,Male,Has relevent experience,Full time course,Graduate,STEM,9,100-500,Pvt Ltd,2,10
24393,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,1,21
2040,city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,1,8
29601,city_100,0.887,Male,No relevent experience,no_enrollment,Graduate,Other,2,,,1,24
11422,city_123,0.738,Female,Has relevent experience,no_enrollment,High School,,8,,,never,28
14765,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10/49,Pvt Ltd,2,64
8958,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,63
11561,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,5,,,never,83
7569,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,>20,,,>4,5
391,city_103,0.92,,Has relevent experience,Part time course,Graduate,STEM,6,,,never,194
20892,city_90,0.698,,No relevent experience,Full time course,Graduate,STEM,1,,,never,10
32405,city_103,0.92,Male,No relevent experience,Full time course,Graduate,Other,2,,,1,72
8670,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,500-999,Pvt Ltd,2,20
26148,city_150,0.698,Other,No relevent experience,,Graduate,STEM,2,,,never,143
26147,city_45,0.89,Male,Has relevent experience,no_enrollment,High School,,11,,,2,50
29319,city_145,0.555,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Pvt Ltd,2,29
30133,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,,,never,44
4290,city_57,0.866,Male,No relevent experience,Part time course,Masters,STEM,>20,100-500,Public Sector,>4,18
24946,city_67,0.855,Female,Has relevent experience,Full time course,Masters,STEM,16,100-500,Pvt Ltd,3,168
1564,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,56
5480,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,2,,Pvt Ltd,never,31
23370,city_14,0.698,,No relevent experience,Full time course,Masters,STEM,4,,,never,17
17963,city_16,0.91,,No relevent experience,no_enrollment,High School,,4,,,never,150
6525,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,5,,,never,16
14851,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Funded Startup,2,107
19852,city_104,0.924,Male,No relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,63
26206,city_160,0.92,,No relevent experience,no_enrollment,Graduate,Arts,12,100-500,,1,70
22988,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,10
28336,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,52
6660,city_114,0.926,,Has relevent experience,no_enrollment,Masters,STEM,7,1000-4999,Pvt Ltd,1,22
20194,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,500-999,Pvt Ltd,1,72
28893,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,Humanities,<1,50-99,Pvt Ltd,1,140
9452,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,2,28
5394,city_152,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,5,,,1,42
26639,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,3,100-500,NGO,1,13
20953,city_21,0.624,Male,No relevent experience,no_enrollment,High School,,2,,,never,84
19716,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,Pvt Ltd,1,6
29275,city_165,0.903,,No relevent experience,Part time course,High School,,1,,,1,63
22761,city_136,0.897,,No relevent experience,no_enrollment,Phd,STEM,15,5000-9999,Public Sector,3,111
13746,city_100,0.887,Male,Has relevent experience,no_enrollment,High School,,4,10/49,Pvt Ltd,1,88
1281,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,6,10/49,Early Stage Startup,1,18
16962,city_160,0.92,Male,No relevent experience,Full time course,High School,,3,,Public Sector,1,53
19526,city_21,0.624,Male,Has relevent experience,no_enrollment,,,10,100-500,Pvt Ltd,2,12
24606,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,1,21
336,city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,4,10/49,Pvt Ltd,1,96
17961,city_149,0.6890000000000001,,Has relevent experience,,Graduate,STEM,6,50-99,Pvt Ltd,2,86
31611,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,44
28066,city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,1,116
22074,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,3,72
33127,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,4,2
28778,city_136,0.897,Male,No relevent experience,Part time course,Masters,STEM,2,50-99,Pvt Ltd,1,6
20958,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Pvt Ltd,2,34
20298,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Funded Startup,2,105
20672,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,1,316
26667,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,2,17
3364,city_103,0.92,,Has relevent experience,Part time course,Graduate,Humanities,15,,,1,192
11968,city_71,0.884,,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Early Stage Startup,4,50
9147,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,2,118
16330,city_114,0.926,Male,No relevent experience,Full time course,High School,,3,5000-9999,Pvt Ltd,1,63
12830,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,1,163
18054,city_105,0.794,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,2,11
21266,city_103,0.92,,Has relevent experience,Full time course,Graduate,STEM,4,,,1,55
5182,city_103,0.92,Female,No relevent experience,no_enrollment,Masters,Humanities,8,,,4,19
27632,city_53,0.74,,Has relevent experience,no_enrollment,Graduate,No Major,10,<10,Early Stage Startup,1,52
12986,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,NGO,2,16
33252,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7,,,1,42
18634,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,10,500-999,Pvt Ltd,>4,50
9246,city_116,0.743,Male,Has relevent experience,Part time course,Graduate,STEM,5,50-99,,1,72
25278,city_134,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,6,,,1,35
20937,city_104,0.924,Male,No relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,1,53
17708,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,100-500,Public Sector,1,61
11905,city_114,0.926,,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,4,40
10105,city_45,0.89,Male,Has relevent experience,Full time course,Graduate,STEM,9,,,2,8
23612,city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,5,10/49,Public Sector,1,53
2234,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,1,81
4786,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,>4,7
31431,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,32
4109,city_133,0.742,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1,30
32048,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,2,118
28039,city_94,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,81
48,city_23,0.899,,Has relevent experience,no_enrollment,Graduate,STEM,2,,Pvt Ltd,1,37
30556,city_74,0.579,Female,Has relevent experience,Part time course,Graduate,STEM,5,100-500,Pvt Ltd,1,20
11739,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,18,100-500,NGO,3,84
23850,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10/49,,1,24
5355,city_16,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,9,10000+,Pvt Ltd,2,51
19030,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Arts,4,10/49,Pvt Ltd,2,45
13522,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,78
7895,city_116,0.743,Male,No relevent experience,no_enrollment,Masters,STEM,5,,,never,79
27629,city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,>4,21
8633,city_16,0.91,Male,No relevent experience,Full time course,High School,,5,,,1,67
26030,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,21
33018,city_176,0.764,Male,No relevent experience,Full time course,Graduate,STEM,2,10/49,Early Stage Startup,1,131
10153,city_61,0.913,Male,No relevent experience,Full time course,Graduate,STEM,11,,,1,77
5868,city_84,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,10,,,1,16
28072,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,,1,146
16667,city_136,0.897,Male,Has relevent experience,,Graduate,STEM,7,50-99,Pvt Ltd,1,21
13908,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,,,>4,76
1086,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,5000-9999,Pvt Ltd,1,122
12380,city_149,0.6890000000000001,Male,No relevent experience,Full time course,High School,,3,,,never,45
23898,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,2,128
23694,city_143,0.74,Male,No relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,3,92
33047,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,18
11863,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,16,1000-4999,Pvt Ltd,1,30
2021,city_21,0.624,,No relevent experience,Full time course,High School,,4,<10,Early Stage Startup,,4
18237,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,5000-9999,Pvt Ltd,1,25
32241,city_103,0.92,Male,Has relevent experience,,Graduate,STEM,8,10000+,Public Sector,never,36
31999,city_91,0.691,Male,No relevent experience,Part time course,Graduate,STEM,1,,Pvt Ltd,never,25
11039,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,>4,56
17403,city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,46
26686,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,77
15583,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,9,500-999,Public Sector,1,32
18605,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,,28
6029,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Arts,>20,,,1,170
5516,city_165,0.903,Male,Has relevent experience,no_enrollment,Masters,STEM,6,,,1,108
26818,city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,18,5000-9999,Pvt Ltd,1,60
7208,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,,2,188
3865,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,Public Sector,3,21
17887,city_11,0.55,Male,Has relevent experience,,,,3,,,,28
25645,city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Pvt Ltd,1,30
385,city_21,0.624,,No relevent experience,no_enrollment,Primary School,,5,,Pvt Ltd,never,156
10059,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,56
25049,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,24
3627,city_73,0.754,,Has relevent experience,no_enrollment,Graduate,STEM,6,,,1,44
21361,city_19,0.682,,No relevent experience,no_enrollment,Graduate,STEM,4,,,1,34
15670,city_102,0.804,Male,No relevent experience,Full time course,Graduate,STEM,5,,,never,102
3461,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,>4,45
7980,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,>4,67
10797,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,82
27249,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,17,100-500,Pvt Ltd,1,19
65,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Other,2,50-99,Pvt Ltd,1,8
11773,city_21,0.624,Male,No relevent experience,no_enrollment,Primary School,,<1,,,never,56
12525,city_114,0.926,Female,No relevent experience,no_enrollment,Masters,Business Degree,4,10/49,Pvt Ltd,2,53
7261,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,>4,20
4046,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,24
32255,city_23,0.899,,Has relevent experience,,Graduate,Business Degree,2,,,1,28
1384,city_83,0.923,Male,No relevent experience,Full time course,Graduate,STEM,3,,,1,236
27165,city_145,0.555,Female,No relevent experience,Full time course,Graduate,STEM,2,,,1,23
5339,city_97,0.925,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,>4,108
20067,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,,,1,95
22306,city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,,,1,264
4800,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,500-999,Pvt Ltd,never,4
18363,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Early Stage Startup,1,10
3936,city_11,0.55,,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,3,32
7643,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,3,,,2,72
26125,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Funded Startup,1,66
13256,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,2,15
31173,city_89,0.925,Male,No relevent experience,Full time course,Graduate,STEM,7,,,2,78
9663,city_74,0.579,Female,Has relevent experience,no_enrollment,Graduate,STEM,1,10/49,Pvt Ltd,1,47
19221,city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,2,80
19704,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,13,<10,Pvt Ltd,1,63
32632,city_136,0.897,,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,never,83
25555,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,,Public Sector,2,107
16421,city_114,0.926,Female,Has relevent experience,no_enrollment,Masters,Humanities,2,<10,NGO,1,33
25501,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,5,,,1,96
6680,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,,10
18186,city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,4,10/49,,4,53
23731,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,92
19759,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,1,50-99,,1,174
25917,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,No Major,>20,,,>4,30
27394,city_53,0.74,Male,Has relevent experience,no_enrollment,Masters,STEM,16,1000-4999,Public Sector,1,51
30723,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,1000-4999,NGO,1,15
13943,city_16,0.91,Male,No relevent experience,no_enrollment,Masters,Humanities,7,100-500,NGO,1,14
26906,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Funded Startup,>4,59
5248,city_21,0.624,Male,No relevent experience,Full time course,High School,,5,,Pvt Ltd,never,53
32862,city_21,0.624,Male,No relevent experience,no_enrollment,High School,,4,,,1,28
33304,city_106,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,8,,,1,23
33017,city_41,0.8270000000000001,Male,No relevent experience,Full time course,High School,,<1,,,never,73
25078,city_162,0.767,,Has relevent experience,Full time course,Graduate,STEM,10,1000-4999,Pvt Ltd,1,39
17931,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,28
32231,city_57,0.866,Male,Has relevent experience,Full time course,Masters,STEM,8,,,2,61
17816,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,2,55
5158,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,13
23822,city_149,0.6890000000000001,,Has relevent experience,no_enrollment,Graduate,STEM,<1,<10,Pvt Ltd,>4,24
23198,city_103,0.92,Other,No relevent experience,no_enrollment,Primary School,,2,10/49,,1,103
7406,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,2,8
33096,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,45
30665,city_114,0.926,,Has relevent experience,no_enrollment,Masters,Other,11,10000+,Pvt Ltd,1,39
3464,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,2,100-500,Pvt Ltd,1,22
10514,city_21,0.624,,No relevent experience,no_enrollment,,,1,,,1,100
4872,city_78,0.579,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,,,>4,17
16194,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,17,100-500,Pvt Ltd,4,2
29085,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,>4,41
11184,city_74,0.579,,No relevent experience,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,1,34
11674,city_136,0.897,,No relevent experience,no_enrollment,High School,,6,,,never,12
13662,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,18,,,1,97
29367,city_14,0.698,Female,Has relevent experience,no_enrollment,Graduate,Business Degree,4,10/49,Funded Startup,4,4
26400,city_46,0.762,Male,Has relevent experience,no_enrollment,High School,,4,500-999,Pvt Ltd,4,31
23100,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,2
24883,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,,,>4,41
12332,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,2,,,1,12
24330,city_145,0.555,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,Pvt Ltd,1,6
14326,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,2,22
19262,city_103,0.92,,No relevent experience,no_enrollment,Graduate,Arts,4,10000+,Pvt Ltd,3,178
4855,city_102,0.804,Male,No relevent experience,no_enrollment,Primary School,,6,,Pvt Ltd,never,9
32067,city_21,0.624,,No relevent experience,Part time course,Graduate,STEM,10,100-500,NGO,1,107
11709,city_24,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,>4,69
4717,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,13,,,1,28
17831,city_21,0.624,,No relevent experience,Full time course,High School,,3,,,never,17
27003,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,2,74
21451,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,4,82
7345,city_50,0.8959999999999999,Male,No relevent experience,Full time course,High School,,4,,,never,188
7093,city_114,0.926,,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,3,78
9704,city_160,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,1,83
3040,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,NGO,2,17
22671,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,>4,43
3352,city_62,0.645,Male,Has relevent experience,no_enrollment,Masters,STEM,9,,,2,11
4055,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,86
20973,city_16,0.91,,No relevent experience,no_enrollment,High School,,<1,,,>4,57
4390,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,2,139
28909,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,No Major,<1,100-500,Pvt Ltd,1,76
29730,city_91,0.691,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10/49,Pvt Ltd,3,35
16430,city_21,0.624,,No relevent experience,Full time course,,,3,,,,10
16686,city_16,0.91,,Has relevent experience,Full time course,Graduate,STEM,14,10000+,Pvt Ltd,never,9
18467,city_40,0.7759999999999999,Female,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,2,25
24113,city_116,0.743,Male,Has relevent experience,Full time course,Masters,STEM,>20,100-500,Pvt Ltd,>4,16
21337,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,3,24
19455,city_76,0.698,Male,No relevent experience,,,,<1,,,never,41
17729,city_103,0.92,Male,No relevent experience,no_enrollment,High School,,6,,,1,85
10459,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,never,40
28840,city_162,0.767,Male,No relevent experience,Full time course,High School,,5,,,never,9
28079,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,1,10/49,Pvt Ltd,1,18
17768,city_144,0.84,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,41
1158,city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,4,101
30016,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,50-99,Pvt Ltd,>4,107
5867,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,1,34
31770,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,1,58
6002,city_102,0.804,,Has relevent experience,Full time course,Graduate,STEM,14,50-99,Public Sector,2,46
33321,city_41,0.8270000000000001,Female,Has relevent experience,no_enrollment,Graduate,Arts,11,5000-9999,Pvt Ltd,1,83
13338,city_21,0.624,,No relevent experience,no_enrollment,Graduate,Other,1,50-99,Pvt Ltd,never,12
21886,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,100-500,Pvt Ltd,2,48
